company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Dental Design & Construction,https://www.yellowpages.com/cranford-nj/mip/dental-design-construction-9398263,(908) 709-9220,http://dentaldesignandconstruction.com,"70 Jackson Dr, Cranford, NJ 07016",YellowPages,info@buildwithddc.com,"Elizabeth, NJ",Interior Designers,0.0,M:0/T:0,Neutral
Breslow Home Design-Headquarters,https://www.yellowpages.com/springfield-nj/mip/breslow-home-design-headquarters-541630525,(973) 992-2333,https://breslow.com/contact,"65 Brown Ave, Springfield, NJ 07081",YellowPages,"Design@breslow.com, joanna@breslow.com, %20Dana@breslow.com, tristan@breslow.com, %20joanna@breslow.com, Dana@breslow.com, %20tristan@breslow.com","Elizabeth, NJ",Interior Designers,0.0,M:0/T:0,Neutral
Simply Styled Interiors,https://www.yellowpages.com/meridian-id/mip/simply-styled-interiors-579791639,(208) 859-8958,http://simplystyled-interiors.com,"1848 E Summerdawn Dr, Meridian, ID 83646",YellowPages,"simplystyledinteriors@outlook.com, matt@pixelspread.com, impallari@gmail.com, Simplystyledinteriors@outlook.com, hello@rfuenzalida.com","Meridian, ID",Interior Designers,0.0,M:2/T:2,Neutral
Jac's Home Staging,https://www.yellowpages.com/meridian-id/mip/jacs-home-staging-553713423,(208) 376-0279,https://www.jacshomestaging.com,"5086 N Schubert Ave, Meridian, ID 83646",YellowPages,JacsHomeStaging@hotmail.com,"Meridian, ID",Interior Designers,0.0,M:0/T:0,Neutral
Daizu Inc,https://www.yellowpages.com/torrance-ca/mip/daizu-inc-460440190,(310) 630-1972,https://daizuinc.com/contact-us,"2291 W 205th St, Torrance, CA 90501",YellowPages,info@daizuinc.com,"Torrance, CA",Interior Designers,0.0,M:0/T:0,Neutral
Brenda Bell & Associates,https://www.yellowpages.com/torrance-ca/mip/brenda-bell-associates-578370897,(310) 828-2500,https://brendabell.com,"3820 Del Amo Blvd, Torrance, CA 90503",YellowPages,brenda.bell@brendabell.com,"Torrance, CA",Interior Designers,0.0,M:0/T:0,Neutral
Magic Designs,https://www.yellowpages.com/torrance-ca/mip/magic-designs-528954815,(310) 328-2288,https://magicdesigns.com,"1316 Border Ave, Torrance, CA 90501",YellowPages,info@magicdesigns.us,"Torrance, CA",Interior Designers,0.0,M:0/T:0,Neutral
Keyvision Interiors,https://www.yellowpages.com/torrance-ca/mip/keyvision-interiors-527636800,(310) 325-3040,http://www.keyvisioninteriors.com,"2675 Skypark Dr, Torrance, CA 90505",YellowPages,"info.keyvison@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io, ikeyvision@gmail.com","Torrance, CA",Interior Designers,0.0,M:0/T:0,Neutral
Norman Design Group,https://www.yellowpages.com/torrance-ca/mip/norman-design-group-536768181,(310) 378-1111,https://www.normandesigngroup.com,"24540 Hawthorne Blvd, Torrance, CA 90505",YellowPages,info@normandesigngroup.com,"Torrance, CA",Interior Designers,0.0,Connection Failed,Neutral
Goldman Design Group Inc,https://www.yellowpages.com/greenwich-ct/mip/goldman-design-group-inc-10322600,(203) 618-1820,http://goldmandesigngroup.com,"360 W Putnam Ave, Greenwich, CT 06830",YellowPages,jg@goldmandesigngroup.com,"Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Kelly Christine Interiors,https://www.yellowpages.com/darien-ct/mip/kelly-christine-interiors-10440039,(203) 656-0465,https://kellyinteriors.net,"42 Center St, Darien, CT 06820",YellowPages,"catherine@kellyinteriors.net, info@ndiscovered.com, ck@kellyinteriors.net","Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Roughan Interior Design,https://www.yellowpages.com/greenwich-ct/mip/roughan-interior-design-459747491,(203) 769-1150,http://www.roughaninteriors.com,"9 Benedict Pl, Greenwich, CT 06830",YellowPages,info@roughaninteriors.com,"Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Saniee Architects LLC,https://www.yellowpages.com/greenwich-ct/mip/saniee-architects-llc-4775049,(203) 625-9308,http://www.sanieearchitects.com,"36 W Putnam Ave, Greenwich, CT 06830",YellowPages,office@sanieearchitects.com,"Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Perkins Eastman Architects,https://www.yellowpages.com/stamford-ct/mip/perkins-eastman-architects-551936599,(212) 353-7200,https://www.perkinseastman.com,"677 Washington Blvd, Stamford, CT 06901",YellowPages,"humanbydesign@perkinseastman.com, hr@perkinseastman.com, news@perkinseastman.com, newbusiness@perkinseastman.com","Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Design R Architects,https://www.yellowpages.com/stamford-ct/mip/design-r-architects-495875013,(203) 832-6766,http://www.designrarchitects.com,"27 Strawberry Hill Ave Suite 201, Stamford, CT 06902",YellowPages,info@designrarchitects.com,"Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Weber & Associates,https://www.yellowpages.com/stamford-ct/mip/weber-associates-5717453,(203) 327-7677,http://www.weberarch.com,"313 Long Ridge Rd, Stamford, CT 06902",YellowPages,harvey@weberarch.com,"Stamford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Mkda,https://www.yellowpages.com/stamford-ct/mip/mkda-10238434,(203) 487-3400,https://www.mkda.com,"62 Southfield Ave, Stamford, CT 06902",YellowPages,"hello@mkda.com, pr@mkda.com","Stamford, CT",Interior Decorators,0.0,M:0/T:0,Neutral
"Interior Development, Inc",https://www.yellowpages.com/west-jordan-ut/mip/interior-development-inc-482561548,(801) 746-0656,http://idiutah.com,"8283 S 4300 W, West Jordan, UT 84088",YellowPages,misty@idi-utah.com,"West Valley City, UT",Interior Designers,0.0,M:0/T:0,Neutral
Copper Canyon Design,https://www.yellowpages.com/west-valley-city-ut/mip/copper-canyon-design-544030929,(801) 707-1055,https://www.coppercanyondesign.com/about,"2345 S Decker Lake Blvd, West Valley City, UT 84119",YellowPages,"jeff@coppercanyondesigns.com, nic@coppercanyondesign.com, jeff@coppercanyondesign.com","West Valley City, UT",Interior Designers,0.0,M:0/T:0,Neutral
Incredible Dwellings,https://www.yellowpages.com/salt-lake-city-ut/mip/incredible-dwellings-574950202,(801) 879-5387,https://incredibledwelling.com,"1676 S 700 W, Salt Lake City, UT 84104",YellowPages,"abuse@company.site, info@incredibledwellingsandbeyond.com","West Valley City, UT",Interior Designers,0.0,M:0/T:0,Neutral
Landry Design,https://www.yellowpages.com/salt-lake-city-ut/mip/landry-design-3975233,(801) 539-5203,http://jefflandrydesign.com,"1534 S 1100 E, Salt Lake City, UT 84105",YellowPages,info@jefflandrydesign.com,"West Valley City, UT",Interior Decorators,0.0,Connection Failed,Neutral
The Potting Shed By Carlisle,https://www.yellowpages.com/orange-ca/mip/the-potting-shed-by-carlisle-521218057,(757) 818-3560,https://www.tpshomeandgarden.com,"10 Plaza Sq, Orange, CA 92866",YellowPages,"13e49d785d8d4f828038b6136f3b48ba@sentry.io, tpshomeandgarden@gmail.com","Orange, CA",Interior Designers,0.0,M:0/T:0,Neutral
Joyce Bright,https://www.yellowpages.com/orange-ca/mip/joyce-bright-11616244,(714) 997-9430,http://joycebrightinteriors.com,"307 E Chapman Ave, Orange, CA 92866",YellowPages,"cory@joycebrightinteriors.com, info@joycebrightinteriors.com","Orange, CA",Interior Designers,0.0,M:1/T:1,Neutral
Karcher Interior Systems Inc,https://www.yellowpages.com/orange-ca/mip/karcher-interior-systems-inc-464886626,(714) 602-1266,https://www.karcherint.com/contactus.html,"675 N Eckhoff St, Orange, CA 92868",YellowPages,"dderidder@karcherint.com, lkelley@karcherint.com, jcrow@karcherint.com, rbramwell@karcherint.com, jdorsey@karcherint.com, ybest@karcherint.com, ehicks@karcherint.com, bsmith@karcherint.com, jtingley@karcherint.com, crow@karcherint.com","Orange, CA",Interior Designers,0.0,M:0/T:0,Neutral
T & M Services Inc,https://www.yellowpages.com/cedar-rapids-ia/mip/t-m-services-inc-1448823?lid=1002122493200,(515) 446-8294,http://www.tmservices.net,"316 Ninth Avenue SE, Cedar Rapids, IA 52401",YellowPages,"dmservice@tmservices.net, kevinw@tmservices.net, sara@tmservices.net, tbishop@tmservices.net, chrisj@tmservices.net, jamesl@tmservices.net, crservice@tmservices.net, services@tmservices.net, newarehouse@tmservices.net, russb@tmservices.net, quadservice@tmservices.net, michaelw@tmservices.net, tonys@tmservices.net, service@tmservices.net, kevinf@tmservices.net, melissa@tmservices.net, dwales@tmservices.net, diana@tmservices.net, dmwarehouse@tmservices.net, neservice@tmservices.net, hykims@tmservices.net, marks@tmservices.net","Cedar Rapids, IA",Interior Designers,0.0,M:0/T:0,Neutral
Larry Roberts Interiors,https://www.yellowpages.com/cedar-rapids-ia/mip/larry-roberts-interiors-9668158,(319) 363-2190,http://larryrobertsinteriors.com,"902 28th St SE, Cedar Rapids, IA 52403",YellowPages,"larryrobertsinteriors@gmail.com, impallari@gmail.com, larryroberstinteriors@gmail.com, hello@rfuenzalida.com","Cedar Rapids, IA",Interior Designers,0.0,M:0/T:0,Neutral
Melanie Olson Design Group,https://www.yellowpages.com/cedar-rapids-ia/mip/melanie-olson-design-group-542674217,(319) 320-6971,https://melaniebydesign.com,"2857 Mount Vernon Rd SE, Cedar Rapids, IA 52403",YellowPages,hello@melaniebydesign.com,"Cedar Rapids, IA",Interior Designers,0.0,M:0/T:0,Neutral
Renew Services,https://www.yellowpages.com/cedar-rapids-ia/mip/renew-services-573641882,(319) 450-3373,https://renewservicesllccedarrapids.com,"4400 Mount Vernon Rd SE, Cedar Rapids, IA 52403",YellowPages,renew.services.ia@gmail.com,"Cedar Rapids, IA",Interior Designers,0.0,M:0/T:0,Neutral
Integrated Interiors Inc,https://www.yellowpages.com/warren-mi/mip/integrated-interiors-inc-9847946,(586) 756-4840,http://www.integratedinteriors.com/contact-us,"21221 Hoover Rd, Warren, MI 48089",YellowPages,sales@integratedinteriors.com,"Warren, MI",Interior Designers,0.0,M:0/T:0,Neutral
It's Personal Design,https://www.yellowpages.com/grosse-pointe-woods-mi/mip/its-personal-design-512015329,(586) 764-1780,https://www.itspersonaldesign.com/contact.html,"1835 Fleetwood Dr, Grosse Pointe Woods, MI 48236",YellowPages,Annmarie@itspersonaldesign.com,"Warren, MI",Interior Designers,0.0,M:0/T:0,Neutral
Sauriol Bohde Wagner Architects and Associates Inc,https://www.yellowpages.com/macomb-mi/mip/sauriol-bohde-wagner-architects-and-associates-inc-3471037,(586) 532-9388,http://www.sbwarchitects.com,"46869 Garfield Rd, Macomb, MI 48044",YellowPages,webmaster@sbwarchitects.com,"Warren, MI",Interior Decorators,0.0,M:0/T:0,Neutral
Creative Interiors Inc,https://www.yellowpages.com/yorktown-va/mip/creative-interiors-inc-531342736,(757) 868-7290,http://www.creativeinteriors.co.com/Welcome.html,"157 Breezy Point Dr, Yorktown, VA 23692",YellowPages,creativeinteriors492@verizon.net,"Hampton, VA",Interior Designers,0.0,M:0/T:0,Neutral
Lpg Design,https://www.yellowpages.com/dayton-oh/mip/lpg-design-6537041,(937) 433-3340,http://lpg-design.com,"842 E Franklin St Ste B, Dayton, OH 45459",YellowPages,leoguevara@lpg-design.com,"Dayton, OH",Interior Decorators,0.0,M:0/T:0,Neutral
Alan Scherr Assoc,https://www.yellowpages.com/dayton-oh/mip/alan-scherr-assoc-1789454,(937) 222-4520,http://www.asaohio.com,"33 W 1st St, Dayton, OH 45402",YellowPages,as@asaohio.com,"Dayton, OH",Interior Decorators,0.0,M:0/T:0,Neutral
Design Direction,https://www.yellowpages.com/fargo-nd/mip/design-direction-2485953,(701) 365-4040,http://www.designdirectionfargo.com,"3211 Fiechtner Dr S Ste 1, Fargo, ND 58103",YellowPages,"kris@designdirectionfargo.com, Christina@DesignDirectionFargo.com, christina@designdirectionfargo.com, Kris@DesignDirectionFargo.com, 8c4075d5481d476e945486754f783364@sentry.io","Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Design Unlimited,https://www.yellowpages.com/fargo-nd/mip/design-unlimited-20835755,(701) 232-3950,http://designunlimitedfargo.com,"1738 35th St S, Fargo, ND 58103",YellowPages,karen@designunlimitedfargo.com,"Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Rebecca's Home Design,https://www.yellowpages.com/fargo-nd/mip/rebeccas-home-design-566509596,(443) 553-5540,https://rebeccashomedesigns.com,"2601 12th St N, Fargo, ND 58102",YellowPages,info@rebeccashomedesigns.com,"Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Neo Interior Design Studio,https://www.yellowpages.com/fargo-nd/mip/neo-interior-design-studio-577182033,(701) 936-2009,https://www.neointeriordesignstudio.com,"1402 25th St S, Fargo, ND 58103",YellowPages,info@neointeriordesign.com,"Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Monica Hart Interior Design,https://www.yellowpages.com/fargo-nd/mip/monica-hart-interior-design-544491328,(701) 235-4929,http://monicahartid.com,"3350 35th Ave S, Fargo, ND 58104",YellowPages,monica@monicahartid.com,"Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Designing Women 2,https://www.yellowpages.com/fargo-nd/mip/designing-women-2-552242820,(701) 476-0938,https://www.designingwomen2.com,"3499 39th St S, Fargo, ND 58104",YellowPages,"info@designingwomen2.com, Kris@designingwomen2.com, inda@designingwomen2.com, kari@designingwomen2.com, kris@designingwomen2.com, linda@designingwomen2.com, 8c4075d5481d476e945486754f783364@sentry.io","Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
R L Engebretson Co,https://www.yellowpages.com/west-fargo-nd/mip/r-l-engebretson-co-566845113,(701) 293-5735,https://rleco.com,"901 13th Ave E, West Fargo, ND 58078",YellowPages,info@rleco.com,"Fargo, ND",Interior Designers,0.0,M:0/T:0,Neutral
Resource Designs,https://www.yellowpages.com/carrollton-tx/mip/resource-designs-481304870,(469) 619-2194,https://www.resourcedesigns.com/contact.asp,"3200 Commander Dr Ste 110, Carrollton, TX 75006",YellowPages,info@resourcedesigns.com,"Lewisville, TX",Interior Designers,0.0,M:0/T:0,Neutral
"Diva, the Ultimate Design Studio",https://www.yellowpages.com/georgetown-tx/mip/diva-the-ultimate-design-studio-468944248,(512) 864-7876,http://www.divageorgetown.com,"115 W 7th St, Georgetown, TX 78626",YellowPages,info@divageorgetown.com,"Round Rock, TX",Interior Decorators,0.0,M:0/T:0,Neutral
Interior Home Solutions,https://www.yellowpages.com/hutto-tx/mip/interior-home-solutions-551534605,(512) 600-2235,https://www.interiorhomesolutionstx.com,"223 Jacobs Way, Hutto, TX 78634",YellowPages,mireya@interiorhomesolutions.com,"Round Rock, TX",Interior Decorators,0.0,M:0/T:0,Neutral
Texas Interior Solutions Inc,https://www.yellowpages.com/hutto-tx/mip/texas-interior-solutions-inc-559464950,(512) 642-6650,https://www.tiscabinets.com,"2535 Fm 685, Hutto, TX 78634",YellowPages,davidt@tiscabinets.com,"Round Rock, TX",Interior Decorators,0.0,M:1/T:1,Neutral
Linda McCalla Interiors,https://www.yellowpages.com/georgetown-tx/mip/linda-mccalla-interiors-490459068,(512) 930-9987,http://www.lindamccallainteriors.com/contact,"604 S Church St, Georgetown, TX 78626",YellowPages,info@lindamccallainteriors.com,"Round Rock, TX",Interior Decorators,0.0,M:0/T:0,Neutral
Mia's Home Staging,https://www.yellowpages.com/santa-clara-ca/mip/mias-home-staging-573352481,(650) 644-1234,https://miashome.co,"473 Sapena Ct, Santa Clara, CA 95054",YellowPages,sales@miashome.co,"Santa Clara, CA",Interior Designers,0.0,M:0/T:0,Neutral
Debra Kay George Interiors,https://www.yellowpages.com/san-jose-ca/mip/debra-kay-george-interiors-21992166,(408) 997-1143,http://www.debrakaygeorgeinteriors.com,"6584 Camden Ave, San Jose, CA 95120",YellowPages,debrakg@gmail.com,"Santa Clara, CA",Interior Designers,0.0,M:0/T:0,Neutral
Woodard & Associates,https://www.yellowpages.com/santa-clara-ca/mip/woodard-associates-523936503,(408) 867-5085,http://woodardandassociates.com,"2118 Walsh Ave, Santa Clara, CA 95050",YellowPages,carol@woodardandassociates.com,"Santa Clara, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Design Haus,https://www.yellowpages.com/friendswood-tx/mip/design-haus-18164281,(281) 648-6888,http://designhaus.com,"1508 Azalea Trl, Friendswood, TX 77546",YellowPages,info@designhaus.com,"Pearland, TX",Interior Designers,0.0,M:0/T:0,Neutral
Smash Design,https://www.yellowpages.com/alvin-tx/mip/smash-design-571468270,(956) 371-4480,https://www.smashthedesign.com,"3838 S Meadows Dr, Alvin, TX 77511",YellowPages,info@smashdesign.com,"Pearland, TX",Interior Designers,0.0,M:0/T:0,Neutral
The Design House,https://www.yellowpages.com/friendswood-tx/mip/the-design-house-553864428,(832) 572-6643,https://www.thedesignhousewc.com/contact-us,"Friendswood, TX 77546",YellowPages,customerservice@thedesignhousewc.com,"Pearland, TX",Interior Designers,0.0,M:0/T:0,Neutral
Zehna Designs,https://www.yellowpages.com/athens-ga/mip/zehna-designs-545729130,(706) 202-3055,https://zehnadesigns.com/contact-us,"160 Saint George Pl, Athens, GA 30606",YellowPages,"Stephanie.zehnadesigns@gmail.com, team@latofonts.com, impallari@gmail.com","Athens, GA",Interior Designers,0.0,M:0/T:0,Neutral
Lin Lee & Associates,https://www.yellowpages.com/west-palm-beach-fl/mip/lin-lee-associates-576425635,(303) 324-3499,http://www.linleeasid.com,"2427 Presidential Way, West Palm Beach, FL 33401",YellowPages,"lin@linleeasid.com, john.doe@example.com","West Palm Beach, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Gracie Street Interior Design,https://www.yellowpages.com/west-palm-beach-fl/mip/gracie-street-interior-design-11643871,(561) 832-1141,http://www.graciestreet.com/contact-us-19,"201 S Narcissus Ave, West Palm Beach, FL 33401",YellowPages,"sally@graciestreet.com, jennifer@graciestreet.com, douglas@graciestreet.com, office@graciestreet.com","West Palm Beach, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Spina O'Rourke Interiors,https://www.yellowpages.com/west-palm-beach-fl/mip/spina-orourke-interiors-564254261,(561) 684-6844,https://spinaorourke.com,"207 6th St, West Palm Beach, FL 33401",YellowPages,"INFO@SPINAOROURKE.COM, anita@spinaorourke.com, info@spinaorourke.com","West Palm Beach, FL",Interior Decorators,0.0,M:0/T:0,Neutral
Offix Inc,https://www.yellowpages.com/allentown-pa/mip/offix-inc-548083289,(610) 231-2000,https://www.offixsystems.com/contact-us.html,"645 Hamilton St, Allentown, PA 18101",YellowPages,"jcvidal@offixsystems.com, rdefrancisco@offixsystems.com, andres@offixsystems.com, kendra@offixsystems.com, adefrancisco@offixsystems.com","Allentown, PA",Interior Designers,0.0,M:0/T:0,Neutral
Fine Design,https://www.yellowpages.com/topeka-ks/mip/fine-design-571673590,(785) 843-4553,https://www.finedesigninteriorsks.com,"2900 SW Oakley Ave, Topeka, KS 66614",YellowPages,jennifer@finedesigninteriorsks.com,"Topeka, KS",Interior Decorators,0.0,M:0/T:0,Neutral
Big Sky Design,https://www.yellowpages.com/wilmington-nc/mip/big-sky-design-3897977,(910) 793-3992,http://www.bigskydesignonline.com,"4037 Masonboro Loop Rd, Wilmington, NC 28409",YellowPages,info@bigskydesignonline.com,"Wilmington, NC",Interior Designers,0.0,M:1/T:1,Neutral
Starstyle Productions,https://www.yellowpages.com/moraga-ca/mip/starstyle-productions-4135878,(925) 377-7827,http://www.star-style.com,"PO Box 422, Moraga, CA 94556",YellowPages,"Cynthia@CynthiaBrian.com, cynthia@star-style.com","Concord, CA",Interior Decorators,0.0,M:0/T:0,Neutral
All Things Interior,https://www.yellowpages.com/concord-ca/mip/all-things-interior-561068848,(925) 969-1587,https://allthingsinterior.net/contact,"4871 Sunrise Dr, Concord, CA 94521",YellowPages,info@AllThingsInterior.net,"Concord, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Maryann's Draperies,https://www.yellowpages.com/concord-ca/mip/maryanns-draperies-484181,(925) 682-9822,https://www.maryannedrapery.com,"1090 Shary Cir, Concord, CA 94518",YellowPages,"noreply@mopro.com, ely066@hotmail.com, marryannedraperies@gmail.com, proteam@mopro.com","Concord, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Design Haus,https://www.yellowpages.com/walnut-creek-ca/mip/design-haus-525875779,(925) 944-4740,http://www.designhaus.us,"1539 N Main St, Walnut Creek, CA 94596",YellowPages,kelly@fgdinternational.com,"Concord, CA",Interior Decorators,0.0,M:0/T:0,Neutral
Real Deals on Home Decor,https://www.yellowpages.com/rochester-mn/mip/real-deals-on-home-decor-541686921,(507) 244-0609,http://realdeals.net/rochester,"525 6th Ave NW, Rochester, MN 55901",YellowPages,rochester@realdeals.net,"Rochester, MN",Interior Designers,0.0,M:0/T:0,Neutral
John Howland Architect,https://www.yellowpages.com/vallejo-ca/mip/john-howland-architect-456873473,(707) 552-9925,http://johnhowlandarchitect.com,"524 Georgia St, Vallejo, CA 94590",YellowPages,john@johnhowlandarchitect.com,"Vallejo, CA",Interior Designers,0.0,M:0/T:0,Neutral
Danette Danyow Interiors Ltd,https://www.yellowpages.com/lafayette-la/mip/danette-danyow-interiors-ltd-1480074?lid=1000449190314,(337) 237-7315,http://www.danettedanyow.com,"1116 Coolidge Blvd, Lafayette, LA 70503",YellowPages,ddi@danettedanyow.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
Gerilyn Roth Interior Design,https://www.yellowpages.com/lafayette-la/mip/gerilyn-roth-interior-design-458514528,(337) 993-0089,http://grothinteriordesign.com,"215 Guidry Rd, Lafayette, LA 70503",YellowPages,brooks@gerilynroth.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
Victory Silks & Interiors,https://www.yellowpages.com/lafayette-la/mip/victory-silks-interiors-21888076,(337) 981-6903,http://victorysilksandinteriors.com,"401 Empire Dr, Lafayette, LA 70503",YellowPages,info@victorysilksandinteriors.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
Designs By Robin,https://www.yellowpages.com/lafayette-la/mip/designs-by-robin-556913594,(337) 344-1570,https://www.dbrlafayette.com,"505 Jefferson St, Lafayette, LA 70501",YellowPages,dbrdesigns23@gmail.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
Erin Li-Sik Design & Sewing,https://www.yellowpages.com/lafayette-la/mip/erin-li-sik-design-sewing-577671665,(337) 277-2439,https://www.erinlisik.com,"Lafayette St, Lafayette, LA 70501",YellowPages,erinsnotions@gmail.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
The Royal Standard,https://www.yellowpages.com/lafayette-la/mip/the-royal-standard-574358533,(337) 289-1144,http://theroyalstandard.com,"2607 Johnston St, Lafayette, LA 70503",YellowPages,username@domain.com,"Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
Asid,https://www.yellowpages.com/lafayette-la/mip/asid-570374360,(337) 654-0060,https://sc.asid.org,"108 Felicie Dr, Lafayette, LA 70506",YellowPages,"professionaldevelopment@sc.asid.org, studentrep@sc.asid.org, President@sc.asid.org, communications@sc.asid.org, membership@sc.asid.org, Finance@sc.asid.org, at-large@sc.asid.org, president-elect@sc.asid.org, administrator@sc.asid.org, info@sc.asid.org","Lafayette, LA",Interior Decorators,0.0,M:0/T:0,Neutral
RMD Interiors LLC,https://www.yellowpages.com/wethersfield-ct/mip/rmd-interiors-llc-573308753?lid=1002194281283,(860) 249-8318,https://rmdinteriors.com?page_id=461,"61 Arrow Rd Ste 201, Wethersfield, CT 06109",YellowPages,info@rmdinteriors.com,"Hartford, CT",Interior Designers,0.0,M:0/T:0,Neutral
JCJ Architecture,https://www.yellowpages.com/hartford-ct/mip/jcj-architecture-528938122,(860) 247-9226,https://www.jcj.com,"120 Huyshope Ave, Hartford, CT 06106",YellowPages,"droberts@jcj.com, jmuscolino@jcj.com, contact@jcj.com, nina@cgpartnersllc.com, jcj@jcj.com","Hartford, CT",Interior Designers,0.0,M:0/T:0,Neutral
Little Eden Plantscaping,https://www.yellowpages.com/arvada-co/mip/little-eden-plantscaping-18842928,(303) 422-3336,http://www.littleeden.com,"15550 W 72nd Ave, Arvada, CO 80007",YellowPages,littleeden@mac.com,"Arvada, CO",Interior Designers,0.0,M:0/T:0,Neutral
Mountain States Interiors,https://www.yellowpages.com/arvada-co/mip/mountain-states-interiors-13135659,(303) 420-0348,http://mtnhiperf.com,"5293 Ward Rd, Arvada, CO 80002",YellowPages,MtnHiPerf@att.net,"Arvada, CO",Interior Designers,0.0,M:0/T:0,Neutral
Rico's Luxury Designs,https://www.yellowpages.com/wheat-ridge-co/mip/ricos-luxury-designs-8856836,(720) 999-0309,https://ricosluxurydesigns.com,"4501 Wadsworth Blvd,, Wheat Ridge, CO 80033",YellowPages,home@rlxdesign.com,"Arvada, CO",Interior Designers,0.0,M:0/T:0,Neutral
Great Rocky Mountain Foliage Co-Interior Plantscaping,https://www.yellowpages.com/wheat-ridge-co/mip/great-rocky-mountain-foliage-co-interior-plantscaping-462102202,(303) 422-2628,https://plantscaping.net/contact.html,"11919 I 70 Frontage Rd N, Wheat Ridge, CO 80033",YellowPages,"rjl@plantscaping.net, astigma@astigmatic.com, matt@pixelspread.com, impallari@gmail.com, Plants@Plantscaping.net, hello@rfuenzalida.com","Arvada, CO",Interior Designers,0.0,M:0/T:0,Neutral
M Garig Interior Design,https://www.yellowpages.com/berkeley-ca/mip/m-garig-interior-design-524527246,(415) 595-0528,https://www.mgarig.com/contact.html,"2520 San Pablo Ave, Berkeley, CA 94702",YellowPages,michael@mgarig.com,"Berkeley, CA",Interior Designers,0.0,M:0/T:0,Neutral
Jean Flynn Interiors,https://www.yellowpages.com/berkeley-ca/mip/jean-flynn-interiors-1831257,(510) 524-2907,http://jeanflynninteriors.com,"1609 San Pablo Ave, Berkeley, CA 94702",YellowPages,jean@jeanflynninteriors.com,"Berkeley, CA",Interior Designers,0.0,M:0/T:0,Neutral
Taylor Blue Design,https://www.yellowpages.com/berkeley-ca/mip/taylor-blue-design-472875615,(510) 848-7475,http://taylorbluedesign.com,"2911 Claremont Ave, Berkeley, CA 94705",YellowPages,taylorbluedesign@gmail.com,"Berkeley, CA",Interior Designers,0.0,M:0/T:0,Neutral
"Alissa's Flowers, Fashion and Interiors",https://www.yellowpages.com/independence-mo/mip/alissas-flowers-fashion-and-interiors-479863378,(816) 254-7727,http://www.alissasflowers.com,"19321 E US Hwy 40 Ste H, Independence, MO 64055",YellowPages,tammy.alissasflowers@gmail.com,"Independence, MO",Interior Designers,0.0,M:0/T:0,Neutral
Enterprise Interiors,https://www.yellowpages.com/blue-springs-mo/mip/enterprise-interiors-504089991,(816) 795-1388,http://tomcaseylaw.com,"19605 SW East Us Highway 40, Blue Springs, MO 64015",YellowPages,info@tomcaseylaw.com,"Independence, MO",Interior Designers,0.0,M:0/T:0,Neutral
"Addison Global Interiors, Inc",https://www.yellowpages.com/caldwell-id/mip/addison-global-interiors-inc-578125299,(503) 777-1383,https://addisonglobalinteriors.com/imo_furniture1,"15007 Willis Rd, Caldwell, ID 83607",YellowPages,website@addisonglobalinteriors.com,"Nampa, ID",Interior Decorators,0.0,M:0/T:0,Neutral
Excalibur Metal Design,https://www.yellowpages.com/nampa-id/mip/excalibur-metal-design-466084532,(208) 412-6524,http://excaliburmetaldesign.com,"520 N Kings Rd, Nampa, ID 83687",YellowPages,"%20salesteam@excaliburmetaldesign.com, SalesTeam@ExcaliburMetalDesign.com","Nampa, ID",Interior Decorators,0.0,M:0/T:0,Neutral
Designerswest,https://www.yellowpages.com/nampa-id/mip/designerswest-238573,(208) 789-3578,http://www.designerswesthouseplans.com,"Nampa, ID 83651",YellowPages,brybolt@yahoo.com,"Nampa, ID",Interior Decorators,0.0,M:0/T:0,Neutral
