company_name,yellowpages_url,phone,website,address,source,extracted_email,target_city,search_term,art_affinity_score,score_details,art_category
Habitat Interiors,https://www.yellowpages.com/west-palm-beach-fl/mip/habitat-interiors-538621998,(561) 533-7100,http://habitatinteriors.com,"400 N Flagler Dr Apt 2306, West Palm Beach, FL 33401",YellowPages,info@habitatinteriors.com,"West Palm Beach, FL",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
B A Designs,https://www.yellowpages.com/topeka-ks/mip/b-a-designs-545777769,(785) 267-8100,https://www.pureworkplace.com/contact,"117 SE 10th Ave # 100, Topeka, KS 66612",YellowPages,"toby@pureworkplace.com, bill@pureworkplace.com, alexa@pureworkplace.com, louden@pureworkplace.com, chad@pureworkplace.com, sherri@pureworkplace.com, jp@pureworkplace.com, lee@pureworkplace.com, negrete@pureworkplace.com, joe@pureworkplace.com, info@pureworkplace.com","Topeka, KS",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Soho Interiors,https://www.yellowpages.com/topeka-ks/mip/soho-interiors-15350693,(785) 234-2640,http://www.sohowestboro.com,"3129 SW Huntoon St, Topeka, KS 66604",YellowPages,"jjooee@tip.nl, machakjoe@netscape.net","Topeka, KS",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Paysage,https://www.yellowpages.com/wilmington-nc/mip/paysage-9523920,(910) 256-6050,https://www.luminastation.com/business/paysage,"1908 Eastwood Rd, Wilmington, NC 28403",YellowPages,LuminaStation@bccompany.com,"Wilmington, NC",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Debby Gomulka Designs,https://www.yellowpages.com/wilmington-nc/mip/debby-gomulka-designs-549994629,(910) 352-7339,http://www.debbygomulkadesigns.com,"412 Nun St, Wilmington, NC 28401",YellowPages,debby@debbygomulkadesigns.com,"Wilmington, NC",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Cole's Interiors,https://www.yellowpages.com/concord-ca/mip/coles-interiors-461725312,(925) 680-5325,http://www.colesinteriors.com,"2260 Commerce Ave, Concord, CA 94520",YellowPages,"Allie@colesinteriors.com, Pam@colesinteriors.com, you@example.com, marianne@colesinteriors.com, Ameera@colesinteriors.com, Marianne@colesinteriors.com, Zack@colesinteriors.com, April@colesinteriors.com, Missy@colesinteriors.com","Concord, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Be. Workplace Design,https://www.yellowpages.com/concord-ca/mip/be-workplace-design-551674573,(925) 687-5454,https://beworkplace.com,"5159 Commercial Cir Ste C, Concord, CA 94520",YellowPages,careers@beworkplace.com,"Concord, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
STUDIO MB,https://www.yellowpages.com/martinez-ca/mip/studio-mb-504131576,(925) 989-1477,http://www.mariabillingsley.com,"1211 Grandview Dr, Martinez, CA 94553",YellowPages,mbidstudio@gmail.com,"Concord, CA",Interior Decorators,2.0,M:3/T:1,Modern/Abstract
Michael Trahan Interior Design,https://www.yellowpages.com/benicia-ca/mip/michael-trahan-interior-design-569534914,(707) 748-1080,https://www.michaeltrahan.com/contact,"Benicia Ca, Benicia, CA 94510",YellowPages,michael@michaeltrahan.com,"Vallejo, CA",Interior Designers,1.0,M:2/T:1,Modern/Abstract
J Design,https://www.yellowpages.com/lafayette-la/mip/j-design-507861087,(337) 504-3010,http://jdesignla.com,"143 Ridgeway Dr, Lafayette, LA 70503",YellowPages,justine@jdesignla.com,"Lafayette, LA",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Interior Edge,https://www.yellowpages.com/hartford-ct/mip/interior-edge-554370378,(860) 233-4244,https://www.interioredge.com,"56 Arbor St, Hartford, CT 06106",YellowPages,customerservice@interioredge.com,"Hartford, CT",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Connecticut Home Interiors Inc,https://www.yellowpages.com/west-hartford-ct/mip/connecticut-home-interiors-inc-12425081,(860) 236-5856,http://www.cthomeinteriors.com,"830 Farmington Ave, West Hartford, CT 06119",YellowPages,"jprivee@cthomeinteriors.com, asaintclair@cthomeinteriors.com, cclark@cthomeinteriors.com, crodrick@cthomeinteriors.com, mgreenberg@cthomeinteriors.com","Hartford, CT",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Visual Studio Plus,https://www.yellowpages.com/arvada-co/mip/visual-studio-plus-575076448,(407) 409-3980,https://www.visualstudioplus.com,"Arvada, CO 80002",YellowPages,"info@visualstudioplus.com, 8c4075d5481d476e945486754f783364@sentry.io, info@mysite.com","Arvada, CO",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Stonelace Designs,https://www.yellowpages.com/berkeley-ca/mip/stonelace-designs-507346043,(203) 738-9427,http://www.stonelacedesigns.com,"2222 3rd St, Berkeley, CA 94710",YellowPages,info@stonelacedesigns.com,"Berkeley, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Kristen Bradshaw Interiors,https://www.yellowpages.com/murrieta-ca/mip/kristen-bradshaw-interiors-473562397,(951) 970-8459,http://www.kristenbradshawinteriors.com,"38495 Via Taffia, Murrieta, CA 92563",YellowPages,info@kristenbradshawinteriors.com,"Menifee, CA",Interior Decorators,2.0,M:3/T:1,Modern/Abstract
Designs By Melissa,https://www.yellowpages.com/las-cruces-nm/mip/designs-by-melissa-532928705,(575) 430-3256,http://www.melissaoswaltsinteriors.com,"715 Hellenic Dr, Las Cruces, NM 88011",YellowPages,melissaoswalt@gmail.com,"Las Cruces, NM",Interior Designers,1.0,M:3/T:2,Modern/Abstract
Image 4,https://www.yellowpages.com/manchester-nh/mip/image-4-461969206,(603) 644-0077,http://www.image4.com,"7 Perimeter Rd, Manchester, NH 03103",YellowPages,sales@image4.com,"Manchester, NH",Interior Designers,5.0,M:5/T:0,Modern/Abstract
Home & Earth,https://www.yellowpages.com/woodbury-ct/mip/home-earth-577218570,(203) 706-6348,https://homeandearthshop.com,"641 Main St South, Woodbury, CT 06798",YellowPages,info@homeandearthshop.com,"Waterbury, CT",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Jessica Rose Couture,https://www.yellowpages.com/westminster-co/mip/jessica-rose-couture-548195831,(720) 729-0091,https://www.jessicarosecouture.com,"12170 Tejon St Ste 300, Westminster, CO 80234",YellowPages,"test@gsuite.com, team@blindscouture.com, info@blindscouture.com, info@jessicarosecouture.com","Westminster, CO",Interior Decorators,4.0,M:6/T:2,Modern/Abstract
Innovative Interiors & Construction Inc,https://www.yellowpages.com/denver-co/mip/innovative-interiors-construction-inc-19553097,(303) 922-3500,http://iic.bz,"2294 S Kalamath St, Denver, CO 80223",YellowPages,"davidv@iic.bz, mattd@iic.bz, erniej@iic.bz, logans@iic.bz, mikek@iic.bz, kittye@iic.bz","Westminster, CO",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
Bartholet Home Furnishings,https://www.yellowpages.com/conroe-tx/mip/bartholet-home-furnishings-507354687,(936) 441-5656,http://www.bartholethomefurnishings.com,"12280 Interstate 45 S, Conroe, TX 77304",YellowPages,info@bartholethomefurnishings.com,"Conroe, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Bartholet Home Furnishings,https://www.yellowpages.com/conroe-tx/mip/bartholet-home-furnishings-545582522,(936) 539-5666,https://bartholethomefurnishings.com,"1708 Interstate 45 S, Conroe, TX 77304",YellowPages,"hello@youremail.com, info@bartholethomefurnishings.com","Conroe, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Donna's Home Furnishings,https://www.yellowpages.com/conroe-tx/mip/donnas-home-furnishings-474587034,(936) 828-3788,http://www.dhfonline.com,"5629 W Davis St, Conroe, TX 77304",YellowPages,example@gmail.com,"Conroe, TX",Interior Designers,2.0,M:2/T:0,Modern/Abstract
K & K Designs,https://www.yellowpages.com/beaumont-tx/mip/k-k-designs-29903090,(409) 225-0712,https://www.setxweddings.com/is-the-laurels-your-perfect-beaumont-wedding-venue,"2580 Pecos St, Beaumont, TX 77702",YellowPages,"SETXWeddings@gmail.com, setxweddings@gmail.com","Beaumont, TX",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Fancy That,https://www.yellowpages.com/hillsboro-or/mip/fancy-that-480846942,(503) 640-9909,https://www.shopfancythat.com,"1336 NE Orenco Station Pkwy, Hillsboro, OR 97124",YellowPages,hello@shopfancythat.com,"Hillsboro, OR",Interior Decorators,9.0,M:9/T:0,Modern/Abstract
Gmi Designs,https://www.yellowpages.com/east-brunswick-nj/mip/gmi-designs-8645095,(732) 238-2416,http://www.gminj.com,"1031 State Route 18, East Brunswick, NJ 08816",YellowPages,gary@gminj.com,"Edison, NJ",Interior Designers,7.0,M:7/T:0,Modern/Abstract
Designing Women of Orange County,https://www.yellowpages.com/laguna-niguel-ca/mip/designing-women-of-orange-county-4076603?lid=1002194038644,(949) 281-0153,https://designingwomenofoc.com,"27601 Forbes Road, Suite 31, Laguna Niguel, CA 92677",YellowPages,"Info@DesigningWomenOfOC.com, info@designingwomenofoc.com, your@email.com","Costa Mesa, CA",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Colorado Premier Staging Llc,https://www.yellowpages.com/littleton-co/mip/colorado-premier-staging-llc-451265874,(720) 443-4149,http://www.coloradopremierstaging.com,"Littleton, CO 80128",YellowPages,info@coloradopremierstaging.com,"Centennial, CO",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Design Studio Blue,https://www.yellowpages.com/centennial-co/mip/design-studio-blue-548525595,(720) 724-3149,https://designstudio-blue.com/contact-us,"7340 E Caley Ave, Centennial, CO 80111",YellowPages,info@designstudio-blue.com,"Centennial, CO",Interior Decorators,3.0,M:3/T:0,Modern/Abstract
Designs on Denver Inc,https://www.yellowpages.com/centennial-co/mip/designs-on-denver-inc-26388366,(303) 680-4534,https://denverdesign.com,"17816 E Powers Dr, Centennial, CO 80015",YellowPages,"kaitlyn@denverdesign.com, amy@denverdesign.com, robyn@denverdesign.com","Centennial, CO",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Michelle Riviera Interior Design,https://www.yellowpages.com/boulder-co/mip/michelle-riviera-interior-design-538487532,(303) 443-1856,https://michelleriviera.com,"2439 Bluff St, Boulder, CO 80304",YellowPages,michelle@michelleriviera.com,"Boulder, CO",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
"Carrie's Interiors LLC Custom Blinds, Draperies and Interiors",https://www.yellowpages.com/ormond-beach-fl/mip/carries-interiors-llc-custom-blinds-draperies-and-interiors-483213934?lid=1002194003016,(386) 673-1011,https://carriesinteriors.com,"Ormond Beach, FL 32174",YellowPages,car29@bellsouth.net,"Palm Coast, FL",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Paradise Closets & More,https://www.yellowpages.com/palm-coast-fl/mip/paradise-closets-more-571488658,(386) 302-2465,https://paradiseclosetsandmore.com,"11 Eastman Ln, Palm Coast, FL 32164",YellowPages,info@paradiseclosetsandmore.com,"Palm Coast, FL",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Hammock Decor,https://www.yellowpages.com/palm-coast-fl/mip/hammock-decor-475124993,(386) 449-8749,https://www.hammockdecor.com,"Palm Coast, FL 32137",YellowPages,laura@hammockdecor.com,"Palm Coast, FL",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Adams and Company,https://www.yellowpages.com/saint-george-ut/mip/adams-and-company-17272185,(435) 628-7702,http://adamsandco.net,"1076 E Commerce Dr, Saint George, UT 84790",YellowPages,"support@adamsandco.net, sales@adamsandco.net","St. George, UT",Interior Designers,4.0,M:5/T:1,Modern/Abstract
Silver Rai,https://www.yellowpages.com/canton-ma/mip/silver-rai-534180609,(801) 722-9091,http://www.silverandrai.com,"84 Bay Dr, Canton, MA 02021",YellowPages,silverandrai@gmail.com,"Quincy, MA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Interior Makeovers,https://www.yellowpages.com/nationwide/mip/interior-makeovers-461698735,(619) 445-7042,http://www.interiormakeoversbyterri.com,Serving theEl Cajon Area,YellowPages,terri@interiormakeoversbyterri.com,"El Cajon, CA",Interior Designers,3.0,M:6/T:3,Modern/Abstract
"J and M Interior Specialties, Inc.",https://www.yellowpages.com/el-cajon-ca/mip/j-and-m-interior-specialties-inc-550046467,(619) 401-3220,http://www.jandm-interior.com,"1308 N Magnolia Ave, El Cajon, CA 92020",YellowPages,sales@jandm-interiors.com,"El Cajon, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
San Diego Botanicals Inc,https://www.yellowpages.com/el-cajon-ca/mip/san-diego-botanicals-inc-15956193,(619) 579-3992,http://www.sandiegobotanicals.com,"1512 Peerless Dr, El Cajon, CA 92021",YellowPages,info@sandiegobotanicals.com,"El Cajon, CA",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Goddard Design Group,https://www.yellowpages.com/fayetteville-ar/mip/goddard-design-group-480857371,(479) 521-2592,https://www.goddarddesigngroup.com,"3945 N Vantage Dr, Fayetteville, AR 72703",YellowPages,nina@ninareevescommunications.com,"Fayetteville, AR",Interior Designers,1.0,M:3/T:2,Modern/Abstract
Interiors By Canova,https://www.yellowpages.com/springdale-ar/mip/interiors-by-canova-535843489,(479) 756-2762,https://www.canovainteriors.net,"3896 Elm Springs Rd, Springdale, AR 72762",YellowPages,"interiorsbycanova@cox.com, interiorsbycanova@cox.net","Fayetteville, AR",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Austin Remodel Pro,https://www.yellowpages.com/georgetown-tx/mip/austin-remodel-pro-568356985,(737) 808-4273,https://austinremodelpro.com,"221 Fontainebleau St, Georgetown, TX 78628",YellowPages,austinremodelpro@gmail.com,"Georgetown, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Jennis' Design,https://www.yellowpages.com/sunrise-fl/mip/jennis-design-526829279,(305) 469-3273,http://jennisdesign.weebly.com,"4255 n university Dr, Sunrise, FL 33351",YellowPages,Ajennisdesign@gmail.com,"Sunrise, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Asid American Society of Interior Design,https://www.yellowpages.com/sunrise-fl/mip/asid-american-society-of-interior-design-475159896,(954) 748-2525,https://fls.asid.org,"4577 N Nob Hill Rd, Sunrise, FL 33351",YellowPages,"lu@eleganthardware.com, membership@fls.asid.org, Finance@fls.asid.org, arqcornejoceleste@gmail.com, communications@fls.asid.org, professionaldevelopment@fls.asid.org, jodi@fiberseal.com, President@fls.asid.org, info@fls.asid.org, at-large@fls.asid.org, Student@fls.asid.org","Sunrise, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Blue Sky Environments Interior Decor,https://www.yellowpages.com/sunrise-fl/mip/blue-sky-environments-interior-decor-495607089,(855) 341-1401,http://www.bseid.com,"13798 NW 4th St Ste 308, Sunrise, FL 33325",YellowPages,support@bseid.com,"Sunrise, FL",Interior Decorators,2.0,M:4/T:2,Modern/Abstract
Luxe Design Studios,https://www.yellowpages.com/sunrise-fl/mip/luxe-design-studios-523515360,(954) 479-1474,http://www.luxedesignstudios.com,"10881 NW 26th St Suite 202a, Sunrise, FL 33322",YellowPages,info@luxedesignstudios.com,"Sunrise, FL",Interior Decorators,11.0,M:11/T:0,Modern/Abstract
CSpace Architecture and Design Inc.,https://www.yellowpages.com/sunrise-fl/mip/cspace-architecture-and-design-inc-481083108,(305) 433-2210,http://www.cspacearchitecture.com,"4530 N Hiatus Rd Ste 101, Sunrise, FL 33351",YellowPages,info@cspacearchitecture.com,"Sunrise, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Artful Conceptions,https://www.yellowpages.com/brandon-fl/mip/artful-conceptions-567679674,(941) 539-4322,https://artfulconceptions.net,"2426 Middleton Grove Dr, Brandon, FL 33511",YellowPages,sara_chiarilli@artfulconceptions.net,"Brandon, FL",Interior Designers,2.0,M:3/T:1,Modern/Abstract
Design Department Inc,https://www.yellowpages.com/spring-tx/mip/design-department-inc-453971718,(281) 353-9400,http://lisacarol.com,"330 Rayford Rd, Spring, TX 77386",YellowPages,lisa@lisacarol.com,"The Woodlands, TX",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Sharon Goldberg Interior Design,https://www.yellowpages.com/haddonfield-nj/mip/sharon-goldberg-interior-design-574983783?lid=1002191519186,(856) 531-1219,https://www.sharongoldberginteriordesign.com,"6.5 Kings Hwy E, Haddonfield, NJ 08033",YellowPages,"sharongoldberg@outlook.com, your@email.com","Camden, NJ",Interior Designers,2.0,M:2/T:0,Modern/Abstract
Architecture Advantage,https://www.yellowpages.com/duluth-mn/mip/architecture-advantage-494061992,(218) 724-5568,http://architectureadvantage.com,"1434 E Superior St Ste MAIN, Duluth, MN 55805",YellowPages,info@architectureadvantage.com,"Duluth, MN",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Fun-ctional Design,https://www.yellowpages.com/highland-in/mip/fun-ctional-design-548656333,(219) 682-7414,http://www.fun-ctionaldesign.com/home-1.html,"2827 Garfield Ave, Highland, IN 46322",YellowPages,dgarmon@fcainc.com,"Hammond, IN",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Decoration Unlimited,https://www.yellowpages.com/scranton-pa/mip/decoration-unlimited-16196563,(570) 342-6979,http://decoratorsunlimited.com,"1818 Sanderson Ave, Scranton, PA 18509",YellowPages,"shop@decoratorsunlimited.com, jlynn@decoratorsunlimited.com, jason@decoratorsunlimited.com","Scranton, PA",Interior Decorators,3.0,M:4/T:1,Modern/Abstract
Contract Environments,https://www.yellowpages.com/wilmington-de/mip/contract-environments-456539988,(302) 658-0668,http://www.contractenvironments.us,"1020 W 18th St, Wilmington, DE 19802",YellowPages,"harry@contractenvironments.net, bev@contractenvironments.net, Chien-yu@contractenvironments.net, Nick@contractenvironments.net, Kerry@contractenvironments.net, jason@contractenvironments.net","Wilmington, DE",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
House of Bertoni Inc,https://www.yellowpages.com/milwaukee-wi/mip/house-of-bertoni-inc-574952139,(414) 308-9031,https://houseofbertoni.com,"2050 N Commerce St, Milwaukee, WI 53212",YellowPages,"contact@example.com, info@houseofbertoni.com","Milwaukee, WI",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Created By Cas,https://www.yellowpages.com/milwaukee-wi/mip/created-by-cas-577186078,(414) 305-8535,https://createdbycas718.wixsite.com/createdbycas,"2046 S 6th St, Milwaukee, WI 53204",YellowPages,"createdbycas718@gmail.com, 8c4075d5481d476e945486754f783364@sentry.io","Milwaukee, WI",Interior Designers,1.0,M:1/T:0,Modern/Abstract
505 Interiors,https://www.yellowpages.com/albuquerque-nm/mip/505-interiors-574250752,(505) 899-8077,https://www.505interiors.biz,"3300 San Mateo Blvd NE, Albuquerque, NM 87110",YellowPages,nm505interiors@gmail.com,"Albuquerque, NM",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Dorado Designs,https://www.yellowpages.com/tucson-az/mip/dorado-designs-472907253,(520) 618-2300,http://www.doradodesigns.com,"8444 N Oracle Rd Ste 150, Tucson, AZ 85704",YellowPages,"Info@DoradoDesigns.com, info@doradodesigns.com","Tucson, AZ",Interior Designers,1.0,M:3/T:2,Modern/Abstract
Provence Interiors,https://www.yellowpages.com/riverside-ca/mip/provence-interiors-12800109,(951) 276-2499,https://provenceinteriors.com/contact-us,"5120 Palisade Cir, Riverside, CA 92506",YellowPages,marie@provenceinteriors.net,"Riverside, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Louie Tozser Design Inc,https://www.yellowpages.com/riverside-ca/mip/louie-tozser-design-inc-496281078,(951) 684-4050,http://louietdesign.com,"2510 Main St, Riverside, CA 92501",YellowPages,info@louietdesign.com,"Riverside, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
House Sprucing,https://www.yellowpages.com/carrollton-tx/mip/house-sprucing-575643545,(214) 471-0917,https://www.housesprucing.com,"2201 Midway Rd, Carrollton, TX 75006",YellowPages,"hello@hsdesignteam.com, user@domain.com","Irving, TX",Interior Designers,2.0,M:3/T:1,Modern/Abstract
CeTerra Accents & Interiors,https://www.yellowpages.com/scottsdale-az/mip/ceterra-accents-interiors-1099990,(480) 596-0059,http://www.ceterrainteriordesign.com,"15125 N Hayden Rd Ste 103, Scottsdale, AZ 85260",YellowPages,showroom@ceterrainteriordesign.com,"Scottsdale, AZ",Interior Designers,7.0,M:8/T:1,Modern/Abstract
Katherine Mueller Design,https://www.yellowpages.com/scottsdale-az/mip/katherine-mueller-design-575851728,(480) 699-6622,https://www.katherinemuellerdesign.com,"15125 N Hayden Rd Ste 103, Scottsdale, AZ 85260",YellowPages,studio@katherinemuellerdesign.com,"Scottsdale, AZ",Interior Designers,3.0,M:4/T:1,Modern/Abstract
Est Estate Inc,https://www.yellowpages.com/scottsdale-az/mip/est-estate-inc-575977927,(480) 563-1555,https://estestinc.com/contact-us,"14822 N 73rd St, Scottsdale, AZ 85260",YellowPages,info@estestinc.com,"Scottsdale, AZ",Interior Designers,2.0,M:4/T:2,Modern/Abstract
Hyde Park Interiors,https://www.yellowpages.com/scottsdale-az/mip/hyde-park-interiors-505181714,(480) 405-6500,http://hydeparkinteriordesign.com,"8924 E Pinnacle Peak Rd Ste G1, Scottsdale, AZ 85255",YellowPages,"Kiana@hydeparkinteriordesign.com, sharon@hydeparkfineart.com, erik@hydparkinteriordesign.com, Alison@hydeparkinteriordesign.com, team@latofonts.com, info@hydeparkinteriordesign.com, katelynn@hydeparkinteriordesign.com, anapbm@gmail.com, Dave@hydeparkfinerugs.com, Hayden@hydeparkinteriordesign.com, Monika@hydeparkinteriordesign.com, Aaron@hydeparkinteriordesign.com, MJ@hydeparkfineart.com, Sharon@hydeparkfineart.com, Erik@hydeparkinteriordesign.com","Scottsdale, AZ",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Why Hello Modern Home,https://www.yellowpages.com/scottsdale-az/mip/why-hello-modern-home-550004804,(480) 550-7677,http://whyhellomodernhome.com,"32421 N Scottsdale Rd, Scottsdale, AZ 85266",YellowPages,"whyhelloashleyk@gmail.com, whyhellomodernhome@gmail.com, impallari@gmail.com, filler@godaddy.com, hello@rfuenzalida.com","Scottsdale, AZ",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Brandt's Interiors & Workroom,https://www.yellowpages.com/scottsdale-az/mip/brandts-interiors-workroom-17140366,(602) 996-3040,https://www.brandtsinteriors.com,"4848 E Cactus Rd, Scottsdale, AZ 85254",YellowPages,brandtsinteriors@aol.com,"Scottsdale, AZ",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Romero + Obeji Interior Design,https://www.yellowpages.com/riverside-ca/mip/romero-obeji-interior-design-570942627,(888) 671-1119,https://www.romero-obeji-interiordesign.com,"Riverside, CA 92506",YellowPages,social@romero-obeji-interiordesign.com,"Moreno Valley, CA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Nest Interiors,https://www.yellowpages.com/overland-park-ks/mip/nest-interiors-495869789,(913) 901-8257,http://nestkc.com,"7226 W 79th St, Overland Park, KS 66204",YellowPages,info@nestkc.com,"Overland Park, KS",Interior Decorators,2.0,M:2/T:0,Modern/Abstract
Blue Carbon Design,https://www.yellowpages.com/overland-park-ks/mip/blue-carbon-design-532082984,(913) 242-5111,https://www.bluecarbonkc.com,"15245 Metcalf Ave, Overland Park, KS 66223",YellowPages,Info@BlueCarbonKC.com,"Overland Park, KS",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Das Haus Design,https://www.yellowpages.com/glendale-ca/mip/das-haus-design-480113088,(818) 280-9292,http://dashausdesign.com,"431 N Brand Blvd Ste 301, Glendale, CA 91203",YellowPages,contact@dashausdesign.com,"Glendale, CA",Interior Designers,6.0,M:6/T:0,Modern/Abstract
Nathalie Interior Motives Home Staging and Design,https://www.yellowpages.com/burbank-ca/mip/nathalie-interior-motives-home-staging-and-design-504480260,(818) 724-9596,https://nathalieinteriormotives.com,"623 E Angeleno Ave, Burbank, CA 91501",YellowPages,"mani.manouchehrian@gmail.com, info@nathalieinteriormotives.com","Glendale, CA",Interior Designers,1.0,M:2/T:1,Modern/Abstract
Europa DC Inc,https://www.yellowpages.com/glendale-ca/mip/europa-dc-inc-574358358,(818) 696-2600,https://europa-dc.com,"1217 W Glenoaks Blvd, Glendale, CA 91201",YellowPages,"Andy@EuropaDC.pro, Admin@EuropaDC.pro, Karina@EuropaDC.pro","Glendale, CA",Interior Decorators,2.0,M:5/T:3,Modern/Abstract
Summertree Interiors Inc,https://www.yellowpages.com/corona-ca/mip/summertree-interiors-inc-573342187,(951) 549-0590,https://www.newportcottages.com,"387 Magnolia Ave, Corona, CA 92879",YellowPages,store@newportcottages.com,"Corona, CA",Interior Decorators,8.0,M:10/T:2,Modern/Abstract
Lush Interior Design,https://www.yellowpages.com/alexandria-va/mip/lush-interior-design-530537640,(571) 970-4853,http://lushinteriordesign.com,"108 S Columbus St, Alexandria, VA 22314",YellowPages,"info@lushinteriordesign.com, INFO@LUSHINTERIORDESIGN.COM","Alexandria, VA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Design Alliance Inc,https://www.yellowpages.com/alexandria-va/mip/design-alliance-inc-7832066,(703) 838-9894,http://www.designalliance.com,"520 N Washington St, Alexandria, VA 22314",YellowPages,"greg.desantis@gmail.com, tchamblee@designalliance.com","Alexandria, VA",Interior Designers,1.0,M:1/T:0,Modern/Abstract
"Facility Designs, Inc.",https://www.yellowpages.com/fresno-ca/mip/facility-designs-inc-21950161,(559) 432-3200,https://facilitydesigns.com,"7511 N Palm Bluffs Ave, Fresno, CA 93711",YellowPages,"info@facilitydesigns.com, hello@mightyinthemidwest.com","Clovis, CA",Interior Designers,2.0,M:2/T:0,Modern/Abstract
GDC Home,https://www.yellowpages.com/charleston-sc/mip/gdc-home-19258606,(843) 571-5142,http://www.gdchome.com,"1290 Sam Rittenberg Blvd, Charleston, SC 29407",YellowPages,"charleston@gdchome.com, customerservice@gdchome.com, info@gdchome.com","North Charleston, SC",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Step By Stage Interiors,https://www.yellowpages.com/lakeland-fl/mip/step-by-stage-interiors-576260702,(863) 623-0633,https://sbs-interiors.com,"3064 Winter Lake Rd, Lakeland, FL 33803",YellowPages,"HELLO@SBS-INTERIORS.COM, Laura@sbs-interiors.com, Ashley@sbs-interiors.com, Patrick@sbs-interiors.com, hello@sbs-interiors.com","Lakeland, FL",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Revision Custom Home Design,https://www.yellowpages.com/billings-mt/mip/revision-custom-home-design-548471620,(406) 690-2263,https://www.rchomedesign.com,"935 Avenue F, Billings, MT 59102",YellowPages,"rebecca@rchomedesign.com, 8c4075d5481d476e945486754f783364@sentry.io, Rebecca@RCHomeDesign.com","Billings, MT",Interior Designers,1.0,M:1/T:0,Modern/Abstract
Kibler & Kirch,https://www.yellowpages.com/billings-mt/mip/kibler-kirch-512466539,(406) 384-0280,http://kiblerandkirch.com,"100 N 28th St, Billings, MT 59101",YellowPages,"jeremiah@kiblerandkirch.com, info@kiblerandkirch.com, aubrey@kiblerandkirch.com, Jeremiah@kiblerandkirch.com, tess@kiblerandkirch.com","Billings, MT",Interior Designers,3.0,M:3/T:0,Modern/Abstract
Allen & James Interior Design,https://www.yellowpages.com/high-point-nc/mip/allen-james-interior-design-546509421,(336) 886-3333,https://allenandjames.com,"1100 N Main St, High Point, NC 27262",YellowPages,customerservice@stephaniejamesinteriors.com,"High Point, NC",Interior Decorators,1.0,M:1/T:0,Modern/Abstract
Sourcc,https://www.yellowpages.com/high-point-nc/mip/sourcc-577829557,(336) 295-1441,https://www.sourcc.com,"111 N Wrenn St, High Point, NC 27260",YellowPages,hello@sourcc.com,"High Point, NC",Interior Decorators,1.0,M:2/T:1,Modern/Abstract
